sender,receiver,edge_type
AECT,michaelmgrant,mention
AECT,RitaFennelly,mention
AECT,eromerohall,mention
AECT,UT_IDT,mention
AECT,UT_IDT,mention
AECT,UofTampa,mention
AECT,univmiami,mention
AECT,tadousay,mention
AECT,DKSch,mention
AECT,ChangeIt4Better,mention
AECT,jcmadison2007,mention
AECT,aectddl,mention
AECT,kolorkid,mention
AECT,ChangeIt4Better,mention
AECT,MSU_EDD,mention
AECT,IUSchoolofEd,mention
AECT,fsu,mention
AECT,PaulineMuljana,mention
AECT,FredWBaker,mention
AECT,AECTTechTrends,mention
AECT,AmyLomellini_ID,mention
AECT,SICET,mention
AECT,ll351,mention
AECT,ge_xun,mention
AECT,Happy_Tao,mention
AECT,DrVirtuality,mention
AECT,AECT,mention
AECT,aectclt,mention
AECT,LearnEngage,mention
AECT,github,mention
AECT,rebeccamclark87,mention
AECT,TheMakerBit,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,d_mulder,mention
AECT,edtechbsu,mention
AECT,HsuBSU,mention
AECT,ChangeIt4Better,mention
AECT,caranorth11,mention
AECT,ISLT_FSU,mention
AECT,koubenec,mention
AECT,AECT,mention
AECT,VVongkulluksn,mention
AECT,hawk_nathanA,mention
AECT,Nelsmich,mention
AECT,ShengBo_Chen,mention
AECT,DLResearchLab,mention
AECT,AECT,mention
AECT,AECTTIL,mention
AECT,EmmaMMercier,mention
AECT,LuEMLawrence,mention
AECT,edILLINOIS,mention
AECT,EINS_Institute,mention
AECT,AECT,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,pazureka,mention
AECT,UMNews,mention
AECT,TaraBunag,mention
AECT,robmoore3,mention
AECT,profoyarzun,mention
AECT,rebeccamclark87,mention
AECT,TheMakerBit,mention
AECT,michaelmgrant,mention
AECT,FredWBaker,mention
AECT,AECTTechTrends,mention
AECT,LearnEngage,mention
AECT,LearnEngage,mention
AECT,SmithShannonM,mention
AECT,DrVirtuality,mention
AECT,AECT,mention
AECT,aectclt,mention
AECT,AmyLomellini_ID,mention
AECT,AECT,mention
AECT,gsa_aect,mention
AECT,JenM,mention
AECT,teacherrogers,mention
AECT,AECT,mention
AECT,caranorth11,mention
AECT,AnnaRoseLeach,mention
AECT,ISLT_FSU,mention
AECT,ISLT_FSU,mention
AECT,idtesu,mention
AECT,tutaleni,mention
AECT,bretsw,mention
AECT,spgreenhalgh,mention
AECT,dctrcurry,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,bretsw,mention
AECT,spgreenhalgh,mention
AECT,kolorkid,mention
AECT,tutaleni,mention
AECT,srogidd,mention
AECT,dctrcurry,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,chloed2040,mention
AECT,jeroen69,mention
AECT,RealMelissaWarr,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,rmreese1,mention
AECT,gsa_aect,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,aectdddivision,mention
AECT,AECT,mention
AECT,PaulineMuljana,mention
AECT,tintinluo,mention
AECT,pazureka,mention
AECT,LearnEngage,mention
AECT,AECT,mention
AECT,nangur1,mention
AECT,hodgesc,mention
AECT,ISLT_FSU,mention
AECT,michaelmgrant,mention
AECT,arasbozkurt,mention
AECT,AECT,mention
AECT,michaelmgrant,mention
AECT,LearnEngage,mention
AECT,AECT,mention
AECT,RitaFennelly,mention
AECT,ifenthaler,mention
AECT,nikiwats23,mention
AECT,ConnectWise,mention
AECT,jennird,mention
AECT,AECT,mention
AECT,gsa_aect,mention
AECT,FiratSarsar,mention
AECT,gsa_aect,mention
AECT,nateturcotte22,mention
AECT,ifenthaler,mention
AECT,AECT,mention
AECT,gsa_aect,mention
AECT,AECT,mention
AECT,AECT,mention
AECT,SICET,mention
AECT,caet,mention
AECT,srogidd,mention
AECT,d_mulder,mention
AECT,srogidd,mention
AECT,aectclt,mention
AECT,michaelmgrant,mention
AECT,ChangeIt4Better,mention
AECT,FanXU92073425,mention
AECT,SICET,mention
AECT,AnnaRoseLeach,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,caranorth11,mention
AECT,dctrcurry,mention
AECT,michaelmgrant,mention
AECT,ChangeIt4Better,mention
AECT,PaulineMuljana,mention
AECT,AmyLomellini_ID,mention
AECT,WestgateVegas,mention
AECT,richardewest,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,LearnEngage,mention
AECT,DrVirtuality,mention
AECT,AECT,mention
AECT,aectclt,mention
AECT,arasbozkurt,mention
AECT,hodgesc,mention
AECT,AECTTechTrends,mention
AECT,ISLT_FSU,mention
AECT,LaurenBagdy,mention
AECT,jjm09,mention
AECT,ekowch,mention
AECT,rajansock,mention
AECT,HoyetHemphill,mention
AECT,AECT,mention
AECT,EdTech_UofSC,mention
AECT,UofSCEducation,mention
AECT,koubenec,mention
AECT,robmoore3,mention
AECT,Flipgrid,mention
AECT,plowenthal,mention
AECT,LearnEngage,mention
AECT,michelestork,mention
AECT,KinardWidad,mention
AECT,gsa_aect,mention
AECT,RoutledgeEd,mention
AECT,jeroen69,mention
AECT,michaelmgrant,mention
AECT,PaulineMuljana,mention
AECT,tintinluo,mention
AECT,RitaFennelly,mention
AECT,nangur1,mention
AECT,bretsw,mention
AECT,tadousay,mention
AECT,dctrcurry,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,jeroen69,mention
AECT,vdennen,mention
AECT,ISLT_FSU,mention
AECT,LearnEngage,mention
AECT,okstate,mention
AECT,"NASA",mention
AECT,dctrcurry,mention
AECT,ChangeIt4Better,mention
AECT,aectclt,mention
AECT,akesha,mention
AECT,pazureka,mention
AECT,AECT,mention
AECT,DKSch,mention
AECT,SpheroEdu,mention
AECT,MeganCMurtaugh,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,robmoore3,mention
AECT,tintinluo,mention
AECT,PaulineMuljana,mention
AECT,nicolapallitt,mention
AECT,camille_dd,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,UT_IDT,mention
AECT,hodgesc,mention
AECT,AECTTechTrends,mention
AECT,AECT,mention
AECT,michaelmgrant,mention
AECT,JenM,mention
AECT,design4learn,mention
AECT,ekowch,mention
AECT,eme2040laurenv,mention
AECT,rogerwagner,mention
AECT,tutaleni,mention
AECT,EdTechOkstate,mention
AECT,gsa_aect,mention
AECT,kolorkid,mention
AECT,RitaFennelly,mention
AECT,andrewatawfik,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,Gaston_teach,mention
AECT,bretsw,mention
AECT,nicolapallitt,mention
AECT,aectclt,mention
AECT,akesha,mention
AECT,tutaleni,mention
AECT,amy_c_bradshaw,mention
AECT,liujuhong,mention
AECT,srogidd,mention
AECT,michaelmgrant,mention
AECT,eAngelaBenson,mention
AECT,tadousay,mention
AECT,jweeble,mention
AECT,AECT,mention
AECT,jbrishke,mention
AECT,AECT,mention
AECT,nangur1,mention
AECT,AECT,mention
AECT,ISLT_FSU,mention
AECT,kolorkid,mention
AECT,bretsw,mention
AECT,rmreese1,mention
AECT,MeganCMurtaugh,mention
AECT,nicolapallitt,mention
AECT,AECT,mention
AECT,PaulineMuljana,mention
AECT,AmyLomellini_ID,mention
AECT,nicolapallitt,mention
AECT,tutaleni,mention
AECT,hampthephd,mention
AECT,susiegronseth,mention
AECT,professordaveme,mention
AECT,UHCOE,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,LearnEngage,mention
AECT,gsa_aect,mention
AECT,aectclt,mention
AECT,AECTTechTrends,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,dctrcurry,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,DrTerriC,mention
AECT,AECT,mention
AECT,michaelmgrant,mention
AECT,gsa_aect,mention
AECT,michaelmgrant,mention
AECT,michaelmgrant,mention
AECT,RobBranch,mention
AECT,koubenec,mention
AECT,AECT,mention
AECT,github,mention
AECT,kolorkid,mention
AECT,opencontent,mention
AECT,arasbozkurt,mention
AECT,aectddl,mention
AECT,jennkepka,mention
AECT,RitaFennelly,mention
AECT,AECT,mention
AECT,andrewatawfik,mention
AECT,ThomasLamey1,mention
AECT,LearnEngage,mention
AECT,jmenglund03,mention
AECT,DrVirtuality,mention
AECT,AECT,mention
AECT,nangur1,mention
AECT,AECT,mention
AECT,michaelmgrant,mention
AECT,AECT,mention
AECT,d_mulder,mention
AECT,hodgesc,mention
AECT,yinbk,mention
AECT,valarywithawhy,mention
AECT,steph_moore,mention
AECT,AECT,mention
AECT,kzenovka,mention
AECT,tadousay,mention
AECT,DrVirtuality,mention
AECT,AECT,mention
AECT,gsa_aect,mention
AECT,aectclt,mention
AECT,tadousay,mention
AECT,AECT,mention
AECT,ThomasLamey1,mention
AECT,ThomasLamey1,mention
AECT,Stephsteph83,mention
AECT,ksuiteach,mention
AECT,KSUITEC,mention
SebLopJr,RitaFennelly,mention
SebLopJr,AECT,mention
SebLopJr,andrewatawfik,mention
SebLopJr,RitaFennelly,mention
SebLopJr,AECT,mention
SebLopJr,AECT,mention
SebLopJr,RitaFennelly,mention
SebLopJr,AECT,mention
correia65,AnnaRoseLeach,mention
correia65,FanXU92073425,mention
correia65,correia65,mention
correia65,travelinedman,mention
correia65,AnnaRoseLeach,mention
correia65,caranorth11,mention
correia65,myramade,mention
correia65,AnnaRoseLeach,mention
correia65,AECT,mention
correia65,AnnaRoseLeach,mention
correia65,AECT,mention
wavinya66,nicolapallitt,mention
wavinya66,AECT,mention
wavinya66,aectclt,mention
wavinya66,emergeAfrica,mention
wavinya66,AECT,mention
wavinya66,aectclt,mention
wavinya66,emergeAfrica,mention
wavinya66,aectdddivision,mention
wavinya66,nicolapallitt,mention
wavinya66,emergeAfrica,mention
wavinya66,nicolapallitt,mention
wavinya66,AECT,mention
wavinya66,aectclt,mention
wavinya66,AECT,mention
wavinya66,nicolapallitt,mention
wavinya66,AmyLomellini_ID,mention
wavinya66,hodgesc,mention
wavinya66,SpringerEdu,mention
wavinya66,emergeAfrica,mention
wavinya66,nicolapallitt,mention
wavinya66,AECT,mention
wavinya66,emergeAfrica,mention
wavinya66,nicolapallitt,mention
wavinya66,AECT,mention
wavinya66,nicolapallitt,mention
wavinya66,emergeAfrica,mention
wavinya66,AECT,mention
koubenec,FredWBaker,mention
koubenec,EdTech_UofSC,mention
koubenec,AECT,mention
koubenec,emergeAfrica,mention
koubenec,nicolapallitt,mention
koubenec,AECT,mention
koubenec,AECT,mention
koubenec,github,mention
koubenec,EdTech_UofSC,mention
koubenec,Happy_Tao,mention
koubenec,TAmankwatia,mention
koubenec,hodgesc,mention
koubenec,AECTTechTrends,mention
koubenec,AECT,mention
koubenec,GitHubDesktop,mention
koubenec,github,mention
koubenec,AECT,mention
koubenec,chatfuel,mention
koubenec,AECT,mention
koubenec,github,mention
koubenec,AECT,mention
koubenec,utahstateITLS,mention
koubenec,"NATO_ACT",mention
koubenec,AECT,mention
caranorth11,FredWBaker,mention
caranorth11,AECT,mention
caranorth11,lxdify,mention
caranorth11,AnnaRoseLeach,mention
caranorth11,AnnaRoseLeach,mention
caranorth11,yourskillshub,mention
caranorth11,Quinnovator,mention
caranorth11,roycekimmons,mention
caranorth11,FredWBaker,mention
caranorth11,AnnaRoseLeach,mention
caranorth11,caranorth11,mention
caranorth11,AnnaRoseLeach,mention
caranorth11,jachutchinson,mention
caranorth11,lxdify,mention
caranorth11,FredWBaker,mention
caranorth11,AECTTechTrends,mention
caranorth11,AnnaRoseLeach,mention
caranorth11,jachutchinson,mention
caranorth11,AnnaRoseLeach,mention
caranorth11,LearnEngage,mention
caranorth11,tadousay,mention
caranorth11,AECT,mention
caranorth11,JenM,mention
caranorth11,roycekimmons,mention
caranorth11,KristenLearning,mention
caranorth11,roycekimmons,mention
caranorth11,GingerWatsonPhD,mention
caranorth11,eromerohall,mention
caranorth11,JenM,mention
caranorth11,jmenglund03,mention
caranorth11,roycekimmons,mention
Tech_DrL,RitaFennelly,mention
Tech_DrL,WEHSLibrary,mention
Tech_DrL,KathyMansfield,mention
rstatstweet,bretsw,mention
rstatstweet,eromerohall,mention
PaulineMuljana,cppelearning,mention
PaulineMuljana,calpolypomona,mention
PaulineMuljana,bretsw,mention
PaulineMuljana,aectrtd,mention
PaulineMuljana,AECT,mention
PaulineMuljana,hodgesc,mention
PaulineMuljana,AECTTechTrends,mention
PaulineMuljana,tintinluo,mention
PaulineMuljana,robmoore3,mention
PaulineMuljana,plowenthal,mention
PaulineMuljana,Flipgrid,mention
PaulineMuljana,aac3,mention
PaulineMuljana,eromerohall,mention
PaulineMuljana,robmoore3,mention
PaulineMuljana,tintinluo,mention
PaulineMuljana,ifenthaler,mention
PaulineMuljana,AECT,mention
PaulineMuljana,gsa_aect,mention
PaulineMuljana,epsODU,mention
PaulineMuljana,tintinluo,mention
PaulineMuljana,AmyLomellini_ID,mention
PaulineMuljana,nicolapallitt,mention
PaulineMuljana,AllisonHallAZ,mention
PaulineMuljana,d_mulder,mention
PaulineMuljana,DrRossPerkins,mention
PaulineMuljana,plowenthal,mention
PaulineMuljana,JenM,mention
PaulineMuljana,AECT,mention
PaulineMuljana,gsa_aect,mention
PaulineMuljana,AmyLomellini_ID,mention
PaulineMuljana,UmbrellaMichela,mention
PaulineMuljana,JenM,mention
PaulineMuljana,gsa_aect,mention
PaulineMuljana,NeumannKL,mention
PaulineMuljana,AECT,mention
PaulineMuljana,francesmarg,mention
PaulineMuljana,ifenthaler,mention
PaulineMuljana,andrewatawfik,mention
PaulineMuljana,WEHSLibrary,mention
PaulineMuljana,AECTGSA,mention
PaulineMuljana,Stephsteph83,mention
PaulineMuljana,NancyeBlackEdu,mention
PaulineMuljana,AECT,mention
PaulineMuljana,gsa_aect,mention
PaulineMuljana,robmoore3,mention
PaulineMuljana,epsODU,mention
PaulineMuljana,DrRossPerkins,mention
PaulineMuljana,JCHEResearch,mention
PaulineMuljana,AECT,mention
PaulineMuljana,AmyLomellini_ID,mention
PaulineMuljana,AECT,mention
PaulineMuljana,gsa_aect,mention
PaulineMuljana,JenM,mention
PaulineMuljana,gsa_aect,mention
PaulineMuljana,aac3,mention
PaulineMuljana,tintinluo,mention
PaulineMuljana,robmoore3,mention
PaulineMuljana,eromerohall,mention
PaulineMuljana,AmyLomellini_ID,mention
PaulineMuljana,UmbrellaMichela,mention
PaulineMuljana,JenM,mention
PaulineMuljana,tugcealdemirpsu,mention
PaulineMuljana,tintinluo,mention
PaulineMuljana,ifenthaler,mention
PaulineMuljana,ClaraSophiaS,mention
PaulineMuljana,andrewatawfik,mention
PaulineMuljana,soniastic,mention
harmonygritz,veletsianos,mention
vrodes,veletsianos,mention
Lucyappert,veletsianos,mention
tutaleni,jweeble,mention
tutaleni,emergeAfrica,mention
tutaleni,nicolapallitt,mention
tutaleni,AECT,mention
tutaleni,nicolapallitt,mention
tutaleni,AECT,mention
tutaleni,EdTechOkstate,mention
tutaleni,NeumannKL,mention
tutaleni,AECT,mention
tutaleni,francesmarg,mention
tutaleni,jeroen69,mention
tutaleni,EdTechOkstate,mention
tutaleni,aectclt,mention
tutaleni,akesha,mention
tutaleni,PaulineMuljana,mention
tutaleni,gsa_aect,mention
tutaleni,jeroen69,mention
tutaleni,tutaleni,mention
tutaleni,nicolapallitt,mention
tutaleni,EdTechOkstate,mention
tutaleni,tadousay,mention
tutaleni,troman,mention
tutaleni,emergeAfrica,mention
tutaleni,nicolapallitt,mention
tutaleni,AECT,mention
tutaleni,PaulineMuljana,mention
tutaleni,AECT,mention
UMassLinguistic,veletsianos,mention
gsa_aect,tadousay,mention
gsa_aect,AECTTechTrends,mention
gsa_aect,gsa_aect,mention
gsa_aect,michaelmgrant,mention
gsa_aect,michaelmgrant,mention
gsa_aect,dctrcurry,mention
gsa_aect,andrewatawfik,mention
gsa_aect,AECT,mention
gsa_aect,AECT,mention
gsa_aect,gsa_aect,mention
gsa_aect,michaelmgrant,mention
gsa_aect,dctrcurry,mention
gsa_aect,rmreese1,mention
leohavemann,veletsianos,mention
sukainaw,veletsianos,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,camille_dd,mention
emergeAfrica,hodgesc,mention
emergeAfrica,SpringerEdu,mention
emergeAfrica,tadousay,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,AECT,mention
emergeAfrica,AECT,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,AECT,mention
emergeAfrica,DrVirtuality,mention
emergeAfrica,aectclt,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,AECT,mention
emergeAfrica,aectclt,mention
emergeAfrica,emergeAfrica,mention
emergeAfrica,veletsianos,mention
emergeAfrica,richardewest,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,AECT,mention
emergeAfrica,aectclt,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,AECT,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,AECT,mention
emergeAfrica,robmoore3,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,nicolapallitt,mention
emergeAfrica,emergeAfrica,mention
emergeAfrica,AECT,mention
emergeAfrica,aectclt,mention
emergeAfrica,akesha,mention
nicolapallitt,camille_dd,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,zoom_us,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,AECT,mention
nicolapallitt,tutaleni,mention
nicolapallitt,srogidd,mention
nicolapallitt,ge_xun,mention
nicolapallitt,AECT,mention
nicolapallitt,veletsianos,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,nicolapallitt,mention
nicolapallitt,aectclt,mention
nicolapallitt,AECT,mention
nicolapallitt,nicolapallitt,mention
nicolapallitt,AmyLomellini_ID,mention
nicolapallitt,aectclt,mention
nicolapallitt,akesha,mention
nicolapallitt,camille_dd,mention
nicolapallitt,aectclt,mention
nicolapallitt,AECT,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,nicolapallitt,mention
nicolapallitt,AECT,mention
nicolapallitt,LearnEngage,mention
nicolapallitt,UNTsocial,mention
nicolapallitt,ECNUER,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,akesha,mention
nicolapallitt,tutaleni,mention
nicolapallitt,amy_c_bradshaw,mention
nicolapallitt,liujuhong,mention
nicolapallitt,srogidd,mention
nicolapallitt,michaelmgrant,mention
nicolapallitt,eAngelaBenson,mention
nicolapallitt,tadousay,mention
nicolapallitt,jweeble,mention
nicolapallitt,AECT,mention
nicolapallitt,liujuhong,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,AECT,mention
nicolapallitt,nicolapallitt,mention
nicolapallitt,anusbrah,mention
nicolapallitt,tutaleni,mention
nicolapallitt,AECT,mention
nicolapallitt,aslam_fataar,mention
nicolapallitt,robmoore3,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,AECT,mention
nicolapallitt,eromerohall,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,aectdddivision,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,AmyLomellini_ID,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,aectclt,mention
nicolapallitt,AECT,mention
nicolapallitt,DKSch,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,aectdddivision,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
nicolapallitt,emergeAfrica,mention
nicolapallitt,eAngelaBenson,mention
nicolapallitt,AZambodl,mention
nicolapallitt,AECT,mention
nicolapallitt,AECT,mention
nicolapallitt,aectclt,mention
GabrielKonayuma,emergeAfrica,mention
GabrielKonayuma,nicolapallitt,mention
GabrielKonayuma,AECT,mention
GabrielKonayuma,veletsianos,mention
GabrielKonayuma,nicolapallitt,mention
GabrielKonayuma,emergeAfrica,mention
GabrielKonayuma,nicolapallitt,mention
GabrielKonayuma,camille_dd,mention
constatively,veletsianos,mention
constatively,FredWBaker,mention
constatively,FredWBaker,mention
constatively,hodgesc,mention
constatively,AECTTechTrends,mention
constatively,LearnEngage,mention
LiuJh_Christie,SICET,mention
LiuJh_Christie,ll351,mention
LiuJh_Christie,ge_xun,mention
LiuJh_Christie,Happy_Tao,mention
LiuJh_Christie,jjm09,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,emergeAfrica,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,hodgesc,mention
LiuJh_Christie,AECTTechTrends,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,TAmankwatia,mention
LiuJh_Christie,aectdddivision,mention
LiuJh_Christie,aectddl,mention
LiuJh_Christie,emergeAfrica,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,aectddl,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,camille_dd,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,teacherrogers,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,tutaleni,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,ge_xun,mention
LiuJh_Christie,michaelmgrant,mention
LiuJh_Christie,Happy_Tao,mention
LiuJh_Christie,barblockee,mention
LiuJh_Christie,amy_c_bradshaw,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,AmyLomellini_ID,mention
LiuJh_Christie,emergeAfrica,mention
LiuJh_Christie,veletsianos,mention
LiuJh_Christie,tutaleni,mention
LiuJh_Christie,ge_xun,mention
LiuJh_Christie,FanXU92073425,mention
LiuJh_Christie,SICET,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,ge_xun,mention
LiuJh_Christie,amy_c_bradshaw,mention
LiuJh_Christie,PaulineMuljana,mention
LiuJh_Christie,AmyLomellini_ID,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,emergeAfrica,mention
LiuJh_Christie,hodgesc,mention
LiuJh_Christie,michaelmgrant,mention
LiuJh_Christie,dctrcurry,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,SICET,mention
LiuJh_Christie,ll351,mention
LiuJh_Christie,Happy_Tao,mention
LiuJh_Christie,ge_xun,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,LearnEngage,mention
LiuJh_Christie,UNTsocial,mention
LiuJh_Christie,ECNUER,mention
LiuJh_Christie,DKSch,mention
LiuJh_Christie,tutaleni,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,emergeAfrica,mention
LiuJh_Christie,aectdddivision,mention
LiuJh_Christie,eAngelaBenson,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,emergeAfrica,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,SICET,mention
LiuJh_Christie,caet,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,anusbrah,mention
LiuJh_Christie,tutaleni,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,nicolapallitt,mention
LiuJh_Christie,DKSch,mention
LiuJh_Christie,IndianaUniv,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,aectdddivision,mention
LiuJh_Christie,JMUlibraries,mention
LiuJh_Christie,JMU,mention
LiuJh_Christie,aectclt,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,AECT,mention
LiuJh_Christie,srogidd,mention
LiuJh_Christie,aectclt,mention
onmyway2here,veletsianos,mention
Harriet96152202,RoutledgeEd,mention
MattheaMarquart,veletsianos,mention
treymartindale,MeganCMurtaugh,mention
treymartindale,AECT,mention
treymartindale,AECT,mention
the80kcrew,caranorth11,mention
the80kcrew,AnnaRoseLeach,mention
the80kcrew,caranorth11,mention
the80kcrew,caranorth11,mention
Chri5rowell,veletsianos,mention
ETHEjournal,veletsianos,mention
michaelmgrant,steph_moore,mention
michaelmgrant,AECT,mention
michaelmgrant,nicolapallitt,mention
michaelmgrant,emergeAfrica,mention
michaelmgrant,dctrcurry,mention
michaelmgrant,AECT,mention
michaelmgrant,ISLT_FSU,mention
michaelmgrant,aectddl,mention
michaelmgrant,AECT,mention
michaelmgrant,DrTerriC,mention
michaelmgrant,michaelmgrant,mention
michaelmgrant,dctrcurry,mention
michaelmgrant,LearnEngage,mention
michaelmgrant,AECT,mention
michaelmgrant,AECT,mention
michaelmgrant,dctrcurry,mention
michaelmgrant,matt_m_schmidt,mention
michaelmgrant,FredWBaker,mention
michaelmgrant,AECTTechTrends,mention
michaelmgrant,AnnaRoseLeach,mention
michaelmgrant,michaelmgrant,mention
michaelmgrant,AECT,mention
michaelmgrant,caranorth11,mention
michaelmgrant,nicolapallitt,mention
michaelmgrant,aectclt,mention
michaelmgrant,akesha,mention
michaelmgrant,tutaleni,mention
michaelmgrant,amy_c_bradshaw,mention
michaelmgrant,liujuhong,mention
michaelmgrant,srogidd,mention
michaelmgrant,michaelmgrant,mention
michaelmgrant,eAngelaBenson,mention
michaelmgrant,tadousay,mention
michaelmgrant,jweeble,mention
michaelmgrant,AECT,mention
michaelmgrant,JCHEResearch,mention
michaelmgrant,AECT,mention
michaelmgrant,nicolapallitt,mention
michaelmgrant,camille_dd,mention
michaelmgrant,FakeBobGagne,mention
michaelmgrant,jeroen69,mention
michaelmgrant,michaelmgrant,mention
michaelmgrant,hodgesc,mention
michaelmgrant,AECTTechTrends,mention
michaelmgrant,AECT,mention
michaelmgrant,EdTech_UofSC,mention
michaelmgrant,aectclt,mention
michaelmgrant,akesha,mention
michaelmgrant,Happy_Tao,mention
michaelmgrant,EdTech_UofSC,mention
michaelmgrant,ifenthaler,mention
michaelmgrant,AECT,mention
michaelmgrant,SpringerEdu,mention
michaelmgrant,ZhenXu0905,mention
michaelmgrant,edneuro,mention
michaelmgrant,smreeves1,mention
michaelmgrant,jeroen69,mention
michaelmgrant,AECT,mention
michaelmgrant,gsa_aect,mention
michaelmgrant,DKSch,mention
michaelmgrant,valarywithawhy,mention
michaelmgrant,rebeccamclark87,mention
michaelmgrant,TheMakerBit,mention
michaelmgrant,dctrcurry,mention
michaelmgrant,michaelmgrant,mention
michaelmgrant,AECT,mention
michaelmgrant,gsa_aect,mention
michaelmgrant,gsa_aect,mention
michaelmgrant,TAmankwatia,mention
michaelmgrant,aectdddivision,mention
michaelmgrant,aectddl,mention
michaelmgrant,gsa_aect,mention
michaelmgrant,michaelmgrant,mention
michaelmgrant,art_brownlow,mention
michaelmgrant,AECT,mention
michaelmgrant,FredWBaker,mention
michaelmgrant,AECTTechTrends,mention
michaelmgrant,DKSch,mention
michaelmgrant,gsa_aect,mention
michaelmgrant,nicolapallitt,mention
michaelmgrant,aectclt,mention
michaelmgrant,akesha,mention
